date	doctorants	étudiants	entrepreneurs	institutions	chercheurs	artistes	habitants	startup	associations	collectivités	industriels
21-Sep-15	7.13125	25.290416666667	13.755	18.2175	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
22-Sep-15	7.13125	25.290416666667	13.755	18.2175	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
25-Sep-15	7.13125	25.290416666667	13.755	18.2175	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
26-Sep-15	7.13125	25.290416666667	13.755	18.2175	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
30-Sep-15	7.13125	25.290416666667	13.755	18.2175	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
01-Oct-15	7.13125	25.290416666667	14.0175	18.48	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
01-Oct-15	7.13125	25.990416666667	14.0175	18.48	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
05-Oct-15	7.13125	25.990416666667	14.0175	18.48	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
06-Oct-15	7.13125	25.990416666667	14.0175	18.48	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
06-Oct-15	7.13125	25.990416666667	14.0175	18.48	19.29375	3.6020833333333	0	1.4875	0.35	0	0.175
07-Oct-15	7.13125	26.107083333333	14.134166666667	18.48	19.410416666667	3.6020833333333	0	1.4875	0.35	0	0.175
08-Oct-15	7.13125	26.107083333333	14.134166666667	18.48	19.410416666667	3.6020833333333	0	1.4875	0.35	0	0.175
09-Oct-15	7.13125	26.107083333333	14.134166666667	18.48	19.410416666667	3.6020833333333	0	1.4875	0.35	0	0.175
13-Oct-15	7.13125	26.107083333333	14.134166666667	18.48	21.160416666667	3.6020833333333	0	1.4875	0.35	0	0.175
15-Oct-15	7.13125	26.107083333333	14.134166666667	18.48	21.160416666667	3.6020833333333	0	1.4875	0.35	0	0.175
15-Oct-15	7.13125	26.107083333333	14.134166666667	18.48	21.160416666667	3.6020833333333	0	1.4875	0.35	0	0.175
